,text
5463,يجدر بوزارة التقافة الجزايرية ان تضع قايمة سوداء لدخول البلاد من يتطاول يسب الجزاير الجزاءريين الشهداء من فنانين او غير فنانين لمادا هدا التراخي القفز على النسيان شهداءنا خط احمر
1890,المراة تكلمت عما يجري فعلا في الجزاير فلماذا تشتمونها
4421,هي عادي بانت على حقيقتها جاية من المحيط الفني الفاسد بصح المشكل فالشعب الفايح هذا لي يخمم بالفرفارة تاعو ما يستعملش العقل المنطق دون ان ننسى سوء الاخلاق التربية بكري كنا نعايرو المصاروة على هذا الشي ذرك فتناهم
629,قالت ربيكا ولا انا مسمعتش مليح
3193,قداه تلبس في راسها هاذي ڨولي برك لبوانتير تاع راسك
715,ديري الحجاب باه يكتمل اسلامك علاه معرية راسك تنصحي الناس الله يهديك نتي لولى يهدينا حنا
4750,عندك الصح واش قلتي
4575,انصر اخاك ظالما او مظلوما وامسك لسانك عن اعراض الناس تغنم تحية طيبة
1997,علاه واشراكي حط روحك ما تخراي ماتبولي ياخي حالا انت نصك جبهة داير كما بورطاي فوق راسك ايا لاراكي مرا وريوق رجال يسيلو عيك طلعي شوشتك ومسحي المكياج ونشوفك
141,والله عندك حق يا مونيا
2239,لا لا لا يا شعب الجزايري العظيم راكم غلطين مسكين دوك تولي كيما زليخا وتقول الان حصحص الحق وانا روتهوا عن نفسي يوا فيق يا مونيا نتا حبا دير الباز واش بيك مناك بصح ايا روحي شوفي روحك فالمرية ولله غير هدوا تع سورية مسكن لي راهم يطلبو ولله غير شبين عليك
4073,خلاصلها البوز مراكش فاهم
460,وي هيا كاين لي ماشي عباد بصح الواحد كي يدير واش قالو ربي مايخاف من حتى حاجة
4572,الله يهديكم
2579,شوف داك لون ديك الهدر تفو عليها كمار
5433,مع كل احترامي للي الماضي القريب والبعيد سلام
4752,قلة حياء قلة تربية انعدام الاخلاق تماما اللهم ارزقنا حسن الخاتمة
5766,نهار بدا الحراك تلاقيت واحد الشيخ قالي يابني الجزاير هذي رايحة تولي كي دبي قتلو ان شاء الله يالحاج ومشيت ايا واحد النهار زدت تلاقيتو في رمضان حتى قالي رمضان تاع سنا بلا دلابية صامط المهم ثم روماركيت بلي ينطقها د وفهمت كلش ربي يستر خلاص
2885,بصح لوكان كانت الطفلة مستورة عاقلة والله واحد ما يشوف فيها بنص عين
239,خماج روحي جبهت التحرير هع
5356,الشعب لا يريد الرخاس
5704,الم تقولو منع التبذبر وترشيد المال العام الشعب لا يريد مثل هولاء ان يدنسو تراب وطننا وكفى
5591,يجيبو شاب خالد سولكينج و لاعبين تاعنا مثل محرز و يستدعو زين الدين زيدان و اي شخص يملك الجنسية الجزايرية ماشي يجيبو لخماج تاع البراني باه يديرو دعايا للجزاير
5664,اجتهد ي في كتابة اللغة العربية
5253,هكذا نصبح اضحوكة يا سي تبون البارح يسبوا فينا واليوم نعرضوهم قال مالك من استغضب ولم يغضب فهو حمار
2784,واش راكي تحسبي في روحك شوفي جبهتك نقدر نكتب فيها تاريخ كامل ويبقا لفراغ انتي جي طيحي برجال يخي مريقوش عليك برك
4150,بصح تنصح وتتكلم بلباقة زعما ممثلة طرز في هوليوود ويحتارمو معجبيهم شكون طلعها الشعب لي سباته
5442,ما تجيبولناش فنانيين عملاء لليهود
1925,هذي مالقاتش لي يلوحهولها
5192,كثيرا ما افقد الثقة في الشباب الجزايري ولكن احيانا يفرحني كموقفهم من الفنانين وليس الشعبين المصري واللبناني في الفلم يا علي مت واقف صرخة مجاهد يحدر رفيقه من بعيد والاخير امره الضابط الفرنسي ان ينحني ليلتقط له لفافة تبغ رماها على الارض اي لا تنحن بل مت واقفا في منظر الفلم
3693,طاحت بيك
3700,تحب تبان كلاص بالقوة وهي ثقبة فالحيط هادو زعما ليستار تاع دزاير بصح عندها حق برا حيوانات مايطلقوش حتى لكلبة وخويا واحد منهم تربيتو تربية الكلب باش نقولو صح مجتمع فقير ذهنيا يسرقو يغدرو يضربو ودكا ولاو يقتلو مايحترموش المراة ختى لي داير جلباب يحبو يكلو عليها كاشما يشوفو عينيها قاع نضتو ضدها خاطر مالفين تذلو المراة خليتو معنى رسالة ديالها لي حابة توصلها وحكمتو فالهف كاين ولاد حلال وفاميليا ماقلنا والو بصح 98 ولاد الحرام مايسواوش بصلة برك ماتحبوش المراة لي تبان وتوصل كلمتها وتكون عندها شخصية وتواجه لي تلقاوها قافزة وتعرف حقوقها تقوللها عيب احشمي انتي مرا انا وحدة مانحشمش مع واحد يتبلاني عفسة صغيرة نجوزها ونلعن شيطان بصح يشدلي صاكي ولاذراعي نخكي معاه بسيف ولا يجي يسرقلي تلفون ولا دراهمي كي نخرج من لابوصط مانيش مرا مرجلة شادة قدري للخر ولبستي محترمة ومايسالوش نساء يلبسو لي يحبوه صافي غدوا تجي طاليانية دور فدزاير ياكلوها مهم انا لي يخلط فيا بالقباحة ويتجرا يفوت لذاتي يا خويا مستحيل نجوزهالو مانسمعش بابا كون يقولي خليه ولا كون يجي ربعين بوليسي مانطلقوش حتى نشوف دم فيه علاخاطر ضرني انا ماضرش ناس لي يقولولي احشمي ولا انتي مرا اخويا انا برا عندي عقلية تاع ليهود مع هاد نوع ايا كفاه مالا على حسب رايكم نخلوهم يديرو فينا واش يحبو يذبحونا حنا تاني ويرمونا كي شيماء والف قبلها خلينا من هده راي مشتاقة هدرة وقليطة علاروحها نحكو على بنات فاميليا صح كفاه تحبهم يديرو يسكتو ويخلو حقهم هاو ربي قالك ماتخليش حقك مهم انا قولو عليا واش تحبو انا عقليتي هكدا لي يجوز معايا خط احمر نكسرلو عظامو وماعنديش مشكل مبعد نجوز للعدالة مهم قلبي راو بخير وماظلمتش واحد مانقراوش مانروحش للطبيب مانتنفسوش الهواء تاع ربي سبحانو علاه راجل جامي درتو عليه حملة تحسيسية وتربيوه خاطر مجتمع ذكوري ومجتمع حقار تحقرو المراة مهما كانت مالا نقولك رام كاين نساء عندهم شهادات فتايكواندو وكيك بوكسينغ وتلقاها رقيقة وانوثة وبالحجاب تبان عاقلة ماتديهاش فيها بصح تغلط فحقها تجيبها تكسيرة فعظامك ولا فوجهك وتوصل معاك وين تحب وماتسمعش بيك وماتقضيلها والو خاطر ربي واقف معاها بالحق مرة جاية ديرلنا فيديوات على هاد الحمير باش يترباو راك علابالك بللي عندها حق بصح تحبو نفاق وتكرهو لي يقولكم صح
